QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Class	CanShare	CanRepeat	CanAssist	NeedAccept	Difficulty	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	MinLevel	MaxLevel	MinMoral	MaxMoral	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValueStr1	QuestValue2	QuestValueStr2	QuestValue3	QuestValueStr3	QuestValue4	QuestValueStr4	QuestValue5	QuestValueStr5	QuestValue6	QuestValueStr6	QuestValue7	QuestValueStr7	QuestValue8	QuestValueStr8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	HidePresent	PresentAll1	PresentAll2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentExp	PresentMoney	PresentMoral	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistMoral	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest
24	伤药不足	李复让你去村西的稻山野林采五株凝血草回来，须要小心林子里的野兽。	<F174 面前这个年轻人显得有些忧郁> \n<H28>哦，你来了，你的事我已经知晓。\n<H28>前几天退下来的伤员伤不算太重，不过药物快用完了，如果要等王富从外面带药进来就太晚了。\n<H28>我发现稻山野林有种草药叫<F171 凝血草>，叶绿花红，须要仔细寻找。你去<F172 村西稻山野林>采集些过来，掺水磨碎之后就可治外伤。\n<H28><F174 李复再次陷于沉思。>	<李复好像在思索着什么，现在还是不要去打扰他为好>	<李复好像在思索着什么，现在还是不要去打扰他为好>	<F174 李复接过你手中的药剂，闻了闻，就随手放在兜里了，像什么事情都没有发生过>\n<H28>时候差不多了，也该是开始的时候了。	稻香村					主线	4		1	25									2								23				29																																								1	25										5	427	5			11																																																																1		7	106	1																						500																		稻香村	123	
25	采药小童	猎户张忠让你帮他在稻山野林找到三个失踪的小孩子。	<F174 面前这个男人很烦恼的样子>\n<H28>我也想去打山贼！最近山贼频繁，大人们都去战备去了。而我却被刘村长叫来照看五里村来的小孩，结果偏偏我对这个又不怎么会做。结果你也看见了，一帮小孩子到处乱跑，我找了半天都找不到半个。\n<H28>唉，我哪里是这块料，刚才三个小孩，一大两小，好像叫什么<F173 小雨>、<F173 小白>和<F173 小花>的，你能去帮我把他们找回来吗？	小兔崽子，找到看我不打断你们的腿！	小兔崽子，找到看我不打断你们的腿！	<F174 张忠不好意思的挠挠头>\n<H28>嘿嘿，还是你对小孩子有办法，看来是我以前太粗鲁了。你先去忙吧，等下我自己去把他们揪回来，这群小兔崽子，现在外面这么危险居然还到处乱跑。\n<H28>我这里有以前的一个背囊，不嫌弃的话就拿去吧，以作谢意。	稻香村	1				主线	4		1	30									3																																																				1	30																																																		1	找到莫雨	1	找到小花	1	找到小白																								1		8	14	1																						500																		稻香村	123	
26	莫雨	猎户张忠让你帮他在稻山野林找到三个失踪的小孩子。	<F174 一个小孩子孤零零的站在这里，好像受了伤，你关心的询问他发生了什么事>\n<H28>没什么，我看山贼来打伤了好些大人，想出来采些药回去给他们，被<F172 野狼>咬伤了而已。\n<H28><C>，你会武功吗？会的话把这片儿的<F172 受伤的灰狼>杀光，让大家能安心的采药。\n<H28><F174 小孩子说完狠狠地盯着那些野狼，你突然感到一种莫名其妙的恐惧>	<小小的眼睛充满了鄙视的眼神>\n<H28>办不到就不要乱开口。	<小小的眼睛充满了鄙视的眼神>\n<H28>办不到就不要乱开口。	早晚我也会亲手把这些狼全部杀掉。\n<H28><不知道为什么，看着咬紧双唇的莫雨，你感觉到了一丝寒意>	稻香村	1				主线	4		1	26									2												27																																								1	26																																										3	8																																																														550	2																	稻香村	123	
27	宿命	了解莫雨的想法。	<F174 突然看到野狼的尸体和鲜血，莫雨瞳孔一下子就放大了。刚才沉着早熟的小孩子不见了，变成了另一个人。嘴里不住喃喃自语>\n<H28>不是我，不是我！\n<H28><F174 此时的莫雨和刚才已经判若两人，根本不理你在说些什么，嘴里只是在一个劲的重复不是我不是我>\n<H28>爸爸、妈妈，不是我，真的不是我啊。	……	……	<F174 不管你怎么询问，也许是看到了那些狼的惨状，莫雨还是没理你，自顾自的在说着不是我不是我>	稻香村					主线	4		1	26									2								26																																												1	26																																																																																																									140																		稻香村	123	
29	必经之路	李复让你去找在民兵副队长陈刚报到，并听从他调遣。在这之前先去北面竹林小桥那边问问王二现在陈刚的位置。	<F174 李复仔细看了你，好像想到了什么，不过紧接着又摇摇头>\n<H28>这稻香村一共有两块田地，尤其是<F173 村东>的为重，基本整个村子的食物都来源于此。村东我已经吩咐陈刚带人前去守卫了，不过现在人手不够，现在过去你就说你是我派去的，看看那边还有什么需要没有。\n<H28>我已故意在村东留下缺口，不出三日，山贼必定会从这里进攻。在消灭这批山贼之前，你就呆在陈刚那里，听候他的调遣。先去<F173 北面竹林小桥>那边问问<F173 王二>现在陈刚的位置。	山贼刚来安营，没有根基，不出三日一定会来夺粮的，村东的稻山梯田我们一定要守住。你告诉陈刚锦囊一定要按时打开。\n<H28>陈刚就在村东稻山梯田靠南的出口处不远守卫。要去香稻山梯田你先向北走，传过竹林在转东过桥你看见一大片梯田就到了。\n<H28><李复好像又在思索着什么，现在还是不要去打扰他为好>		副队长？他已经不在这里了。	稻香村					主线	4		1	25									2								24				65																																								1	66																																																																																																									160																		稻香村	123	
30	猖狂野猪	用赶猪棒把将梁师农麦田里的十头野猪全赶出去。	<F174 面前这个男人正烦躁地挥舞着手中的赶猪棒，并跺着脚指着田里的野猪破口大骂>\n<H28>滚开！滚开！该死的畜牲！把我的心血都给糟蹋了！你看看，辛辛苦苦种的稻子，全毁了！杀千刀的！可叫人怎么活哟！你来得正好，替我把这些畜牲赶跑。再糟蹋下去，大家就可得饿肚子了！\n<H28>你想想办法帮我把这些<F172 野猪>赶出田去。	哎哟，我的老天爷唉！该死的野猪，什么时候不好来，偏偏这时候在这时候来。	哎哟，我的老天爷唉！该死的野猪，什么时候不好来，偏偏这时候在这时候来。	多谢你啊，都怪该死的山贼，要不是村子里的壮劳力大多跑去备战了，也不会没人来帮我赶跑野猪了。\n<H28>唉，也不知道今年撞了哪门子邪，好好的怎么会看上咱们村呢。	稻香村	1				主线	5		1	40									4												31																												5	426	1										1	40																																																		10	赶走野猪																																																						720	2																	稻香村	123	
31	粒粒皆辛苦	从田中拾取十个被糟蹋的麦穗给梁师农。	老天爷！看看这稻子都成什么样了！我的妈呀!\n<H28><F174 梁师农不住地捶着自己心口，心痛不已>\n<H28>虽然野猪被赶跑了，但是这块田算是被毁得差不多了。必须得赶在野猪再来之前把掉下来的<F171 稻穗>都捡回来，至少能保住下一次的收成。大家都去参加民兵了，李先生却安排我留在这里继续干农活，也不知道是个什么意思，要是村子守不住，你说这农活做下去又有什么用呢？\n<H28>你们每人帮我找<F173 十条稻穗>回来就够了，多谢<C>了。	<梁师农不住地唉声叹气，抱怨自己的命不好>	<梁师农不住地唉声叹气，抱怨自己的命不好>	今年不知道是怎么了，做什么事都不顺，老天保佑早点过去吧。总之不要伤害到我的家人就好。\n<H28>哎呀，瞧我自顾自的在这里说疯话，不管怎么说，多谢你了啊，也就只有你能抽空来帮帮我。其他人就顾着和山贼打，依我说，山贼要什么直接给他们不就好了……	稻香村					主线	5		1	40									4																																																				1	40										5	408	10			12																																																																																										600	2																	稻香村	123	
32	准备箭矢	陈刚打开锦囊，按锦囊中的安排让你去收集八个狼牙和十捆能做箭矢的木材。狼牙在灰狼身上获得，能做箭矢的木材在村里找，灰狼就在村子过了桥往下的地方，千万别从这里过桥，路上有很多山贼。	<F173 李先生>在给我的三个锦囊中说要准备大量的战备物资，你去准备些<F171 狼牙>和能做<F171 箭矢的木材>。李先生说可以用这些来做成<F173 箭矢>，还说箭矢对于防守来说是最好的武器，不但能减少我们的伤亡，而且我们村里懂射箭的年轻人特别多，不需要额外的时间学习。\n<H28><F173 李先生>还要我告诉你，狼牙在<F172 灰狼>身上获得，能做箭矢的木材在村里取，到处都放有，村西外也有一些，他都已经安排好了。	狼牙在灰狼身上获得，能做箭矢的木材在村里找李先生拿，都说了这么多遍了，怎么还记不住。早就知道你不行了，快点回去吧，这里太危险了。	狼牙在灰狼身上获得，能做箭矢的木材在村里找李先生拿，都说了这么多遍了，怎么还记不住。早就知道你不行了，快点回去吧，这里太危险了。	<F174 陈刚看着你手上的东西，很是吃惊>\n<H28>这么快？看不出你还有点本事啊，果然不愧是李先生派来的人。	稻香村					主线	6		1	39									2					1			65				36																																								1	39										5	409	8		6		524288		5	410	8			13																																																										7	157	1	7	356	1																			750	3																	稻香村	123	
33	准备食物	陈刚打开锦囊，按锦囊中的安排让你收集八块猪肉八棵野菜。猪肉可在稻山野猪身上取得，而野菜在稻山野林里能很轻松找到。	<F174 陈刚看着你，皱了皱眉头，很不情愿的样子。>\n<H28>唉，我真是不愿意女人参与到这件事里面来，不过现在也是没办法的事。李先生在锦囊中说要准备大量的战备物资，那你就去准备些<F171 猪肉>和<F171 野菜>好了。\n<H28>李先生还要我告诉你猪肉可在这些<F172 稻山野猪>身上取得，而野菜则在<F173 稻山野林>里很轻松能找到。	还没好？猪肉就在稻山野猪身上掉，而野菜在稻山野林里很轻松能找到。哼，女人就是女人，一点也靠不住。	还没好？猪肉就在稻山野猪身上掉，而野菜在稻山野林里很轻松能找到。哼，女人就是女人，一点也靠不住。	<F174 看到你这么快就把需要的东西准备好了，陈刚有点不好意思>\n<H28>这个……我想我以前有点误解你了……这次只能说，嗯，干得不错。\n<H28><F174 看到其他人在往这边偷看，陈刚脸一下子红了>\n<H28>看什么看！赶紧干活！狗贼们就要来了！	稻香村					主线	6		1	39									2					2			65				36																																								1	39										5	411	8		18		524288		5	412	8			20																																																										7	157	1	7	356	1																			750	3																	稻香村	123	
34	准备皮甲	陈刚打开锦囊，锦囊让你收集八块猪皮八根猪筋，这些都可以在稻山野猪身上取得。	<F174 看到你，陈刚眼睛一亮>\n<H28>哈哈，这才是我需要的人嘛，刚才来了几个家伙，完全看不出有力气的样子。李先生甚至还派了几个小孩儿过来，真不知道是怎么想的。还是大哥这样的可靠啊。李先生在锦囊中说要准备大量的战备物资。闲话少说，大哥去找一些<F172 野猪>，取些它们的<F171 猪皮>和<F171 猪筋>回来，咱们做皮甲什么的用得上。\n<H28>李先生还要我告诉你猪皮和猪筋就在这些<F172 稻山野猪>身上找到，大哥我看你这模样，一定很快就拿回来了。	大哥可别让我失望。李先生还要我告诉你猪皮和猪筋就在这些稻山野猪身上找到，大哥我看你这模样，一定很快就拿回来了。	大哥可别让我失望。李先生还要我告诉你猪皮和猪筋就在这些稻山野猪身上找到，大哥我看你这模样，一定很快就拿回来了。	果然不愧是我大哥，真不是盖的！能有大哥这样的人来帮忙，赶跑山贼指日可待了，哈哈哈哈。	稻香村					主线	6		1	39									2					3			65				36																																								1	39										5	413	8		18		524288		5	414	8		18		524288																																																									7	157	1	7	356	1																			750	3																	稻香村	123	
35	准备柴堆	陈刚打开锦囊，锦囊让你将带一个火种和十捆干柴堆。要找的火种问刘村长拿，而干柴堆在村里到处都能看到。 	<F174 陈刚小心翼翼的看着你，连说话都比往常细声了很多，就怕吓到你。>\n<H28>这个……李先生把你派过来，我想一定有他的用意，不过我实在不知道能安排你做些什么。对了，你乖乖地等一下。\n<H28><F174 说着陈刚从衣袋里掏出一个锦囊，仔细看了看，恍然大悟的样子>\n<H28>原来如此，原来如此，李先生真厉害，没想到连这都在他的计算之内。李先生在锦囊中说要你准备一个<F171 火种>和十捆<F171 干柴堆>。李先生还要我告诉你要找的火种问<F173 刘村长>拿，而干柴堆<F173 李先生>已经准备好了，你去村里找找。还有李先生千叮万嘱说这个行动很隐密。千万记住别让山贼看到你在干什么。	小心点，别让山贼注意到你。	小心点，别让山贼注意到你。	干得漂亮！不过这也多亏了李先生，你说他是怎么想到的，让小孩子去搞火种，山贼一定不会起疑心的！真是妙计，妙计啊！	稻香村					主线	6		1	39									2					6			65				36																																								1	39										5	415	1						5	416	10			15																																																										7	157	1	7	356	1																			750	3																	稻香村	123	
36	出其不意	陈刚打开锦囊，锦囊中说要趁山贼防备松懈之时打击他们。陈刚奉命叫你除掉五个流氓和五个小毛贼。	李先生的计谋真不是我们这些凡人能想到的啊。锦囊中说，现在山贼落脚还没稳，大部分还在<F173 香山野林的山坡上>扎营，可是他们知道稻山梯田是我们村的命脉所在，所以派了小部分人前来骚扰，我们正可以趁机削弱山贼实力，现在正是攻击稻山梯田南方过来放风的<F172 山贼>的好时机！	山贼凶残暴怒，可得多加小心！	山贼凶残暴怒，可得多加小心！	李先生说山贼受到这次打击后一定会恼羞成怒，用不了多久就会来一次更大的攻击，但大家千万不要慌。\n<H28><F174 陈刚转过头看着众人>\n<H28>弟兄们，决一死战的时候到了！	稻香村					主线	6		1	39									5												38																																								1	39																																										9	5	8	5																																																												850	4																	稻香村	123	
