ID	Desc	Persist	Group	Level	Category	Category1	Category2	Category3	Capability	Stack	ErrProc	Precond	SpecialStack	Sync	Save	Delay	Plus	Send	Death	Offline	DelayAdd	Icon	ReplaceRes	OnceRes	HeadRes	BodyRes	BottomRes	OnlySoundRes	SoundRes	ie1	ie2	ie3	ie4	ie5	pe1	pe2	pe3	pe4	pe5
76	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>经脉逆转</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>3秒后转化所有法力值为生命值，转化比例为1:1，受到伤害此效果消失</Obj></Seg></Layout>	3	20	1	1				-1	0			0	1	0	0	1	0	1			jingmainizhuan	-1							83					12				
77	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>经脉逆转</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>3秒后转化所有法力值为生命值，转化比例为1:1.5，受到伤害此效果消失</Obj></Seg></Layout>	3	20	1	1				-1	0			0	1	0	0	1	0	1			jingmainizhuan	-1							84					12				
78	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>经脉逆转</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>3秒后转化所有法力值为生命值，转化比例为1:2，受到伤害此效果消失</Obj></Seg></Layout>	3	20	1	1				-1	0			0	1	0	0	1	0	1			jingmainizhuan	-1							85					12				
79	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>猛鬼破冲</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>无法移动</Obj></Seg></Layout>	2	21	1	2				-1	0			0	1	0	0	0	0	1			mengguipochong	-1							86	7								
80	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>魔王不动尊</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>25%几率防后仰</Obj></Seg></Layout>	-1	22	1					-1	0			0	0	0	0	0	0	0				-1							87									
81	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>魔王不动尊</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>50%几率防后仰</Obj></Seg></Layout>	-1	22	2					-1	0			0	0	0	0	0	0	0				-1							88									
82	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>魔王不动尊</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>75%几率防后仰</Obj></Seg></Layout>	-1	22	3					-1	0			0	0	0	0	0	0	0				-1							89									
83	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	23	1					-1	0			0	1	0	0	0	0	1				-1	19						90									
84	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>狂魔饮血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>根据当前生命比例加成爆击率，生命比例越低，加成爆击率越高，生命在55%时加成达到最高6.7%，受回复生命的法术或物品影响效果降低50%，不可被驱散</Obj></Seg></Layout>	-1	18	1					-1	0			0	1	0	0	1	0	0			kuangmoyinxue	-1							91	92				26	32	33	34	
85	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>狂魔饮血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>根据当前生命比例加成爆击率，生命比例越低，加成爆击率越高，生命在50%时加成达到最高10%，受回复生命的法术或物品影响效果降低50%，不可被驱散</Obj></Seg></Layout>	-1	18	1					-1	0			0	1	0	0	1	0	0			kuangmoyinxue	-1							91	92				27	32	33	34	
86	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>狂魔饮血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>根据当前生命比例加成爆击率，生命比例越低，加成爆击率越高，生命在45%时加成达到最高13.7%，受回复生命的法术或物品影响效果降低50%，不可被驱散</Obj></Seg></Layout>	-1	18	1					-1	0			0	1	0	0	1	0	0			kuangmoyinxue	-1							91	92				28	32	33	34	
87	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>狂魔饮血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>根据当前生命比例加成爆击率，生命比例越低，加成爆击率越高，生命在40%时加成达到最高18%，受回复生命的法术或物品影响效果降低50%，不可被驱散</Obj></Seg></Layout>	-1	18	1					-1	0			0	1	0	0	1	0	0			kuangmoyinxue	-1							91	92				29	32	33	34	
88	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>狂魔饮血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>根据当前生命比例加成爆击率，生命比例越低，加成爆击率越高，生命在35%时加成达到最高22.7%，受回复生命的法术或物品影响效果降低50%，不可被驱散</Obj></Seg></Layout>	-1	18	1					-1	0			0	1	0	0	1	0	0			kuangmoyinxue	-1							91	92				30	32	33	34	
89	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>狂魔饮血</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>根据当前生命比例加成爆击率，生命比例越低，加成爆击率越高，生命在30%时加成达到最高28%，受回复生命的法术或物品影响效果降低50%，不可被驱散</Obj></Seg></Layout>	-1	18	1					-1	0			0	1	0	0	1	0	0			kuangmoyinxue	-1							91	92				31	32	33	34	
90	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	1					-1	0			0	0	0	0	0	0	0				-1												35				
91	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	2					-1	0			0	0	0	0	0	0	0				-1												36				
92	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	3					-1	0			0	0	0	0	0	0	0				-1												37				
93	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	4					-1	0			0	0	0	0	0	0	0				-1												38				
94	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	5					-1	0			0	0	0	0	0	0	0				-1												39				
95	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	6					-1	0			0	0	0	0	0	0	0				-1												40				
96	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	7					-1	0			0	0	0	0	0	0	0				-1												41				
97	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	8					-1	0			0	0	0	0	0	0	0				-1												42				
98	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	9					-1	0			0	0	0	0	0	0	0				-1												43				
99	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	-1	25	10					-1	0			0	0	0	0	0	0	0				-1												44				
100	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	1					-1	0			0	0	0	0	0	0	1				-1																
101	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	2					-1	0			0	0	0	0	0	0	1				-1																
102	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	3					-1	0			0	0	0	0	0	0	1				-1																
103	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	4					-1	0			0	0	0	0	0	0	1				-1																
104	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	5					-1	0			0	0	0	0	0	0	1				-1																
105	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	6					-1	0			0	0	0	0	0	0	1				-1																
106	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	7					-1	0			0	0	0	0	0	0	1				-1																
107	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	8					-1	0			0	0	0	0	0	0	1				-1																
108	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	9					-1	0			0	0	0	0	0	0	1				-1																
109	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text> </Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8></Obj></Seg></Layout>	1	26	10					-1	0			0	0	0	0	0	0	1				-1																
110	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点</Obj></Seg></Layout>	-1	27	1	1				-1	1			0	1	0	0	1	0	1			guishi	-1							93									
111	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加2次</Obj></Seg></Layout>	-1	27	2	1				-1	2			0	1	0	0	1	0	1			guishi	-1							93									
112	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加3次</Obj></Seg></Layout>	-1	27	3	1				-1	3			0	1	0	0	1	0	1			guishi	-1							93									
113	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加4次</Obj></Seg></Layout>	-1	27	4	1				-1	4			0	1	0	0	1	0	1			guishi	-1							93									
114	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加5次</Obj></Seg></Layout>	-1	27	5	1				-1	5			0	1	0	0	1	0	1			guishi	-1							93									
115	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加6次</Obj></Seg></Layout>	-1	27	6	1				-1	6			0	1	0	0	1	0	1			guishi	-1							93									
116	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加7次</Obj></Seg></Layout>	-1	27	7	1				-1	7			0	1	0	0	1	0	1			guishi	-1							93									
117	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加8次</Obj></Seg></Layout>	-1	27	8	1				-1	8			0	1	0	0	1	0	1			guishi	-1							93									
118	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加9次</Obj></Seg></Layout>	-1	27	9	1				-1	9			0	1	0	0	1	0	1			guishi	-1							93									
119	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>鬼噬</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>增加物理攻击上限2点，可叠加10次</Obj></Seg></Layout>	-1	27	10	1				-1	10			0	1	0	0	1	0	1			guishi	-1							93									
120	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>血祭</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>每杀死一个敌人回复100点生命值，不可被驱散，狂魔状态下有效</Obj></Seg></Layout>	-1	28	1					-1	0			0	1	0	0	1	0	1			xueji	-1												45				
121	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>血祭</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>每杀死一个敌人回复150点生命值，不可被驱散，狂魔状态下有效</Obj></Seg></Layout>	-1	28	2					-1	0			0	1	0	0	1	0	1			xueji	-1												46				
122	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>血祭</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>每杀死一个敌人回复200点生命值，不可被驱散，狂魔状态下有效</Obj></Seg></Layout>	-1	28	3					-1	0			0	1	0	0	1	0	1			xueji	-1												47				
123	<Layout margin-top=5 margin-left=5 margin-right=5 margin-bottom=5 width=150><Seg text-align=left><Obj type=text>血祭</Obj></Seg><Seg text-align=right float=wrap><Obj type=text> </Obj></Seg><Seg text-align=left><Obj type=text color=247,207,8>每杀死一个敌人回复250点生命值，不可被驱散，狂魔状态下有效</Obj></Seg></Layout>	-1	28	4					-1	0			0	1	0	0	1	0	1			xueji	-1												48				
